Date,ActualCheckins,Predicted-MA,Predicted-Reg
8/5/13 0:00,1343,1088,
8/6/13 0:00,949,1264,
8/7/13 0:00,1040,669,
8/8/13 0:00,519,453,
8/9/13 0:00,1531,1771,
8/10/13 0:00,1427,1016,
8/11/13 0:00,1430,1456,
8/12/13 0:00,1053,1015,
8/13/13 0:00,1124,1291,
8/14/13 0:00,1101,629,
8/15/13 0:00,610,451,
8/16/13 0:00,1845,1716,
8/17/13 0:00,1090,950,
8/18/13 0:00,2035,1450,
8/19/13 0:00,809,937,
8/20/13 0:00,450,1381,
8/21/13 0:00,478,533,
8/22/13 0:00,511,432,
8/23/13 0:00,1955,1759,
8/24/13 0:00,1001,1029,
8/25/13 0:00,1775,1470,
8/26/13 0:00,1068,1013,
8/27/13 0:00,769,1312,
8/28/13 0:00,887,610,
8/29/13 0:00,517,445,
